date,gas_price,uber_ride,groceries_basket,rent_index,streaming_cost,gas_price_idx,uber_ride_idx,groceries_basket_idx,rent_index_idx,streaming_cost_idx,RIPI,cpi,cpi_idx,ripi_minus_cpi_idx
2024-01-20,3.221,259.616,12.599,411.6,579.733,100.0,100.0,100.0,100.0,100.0,100.0,309.698,100.0,0.0
2024-01-21,3.221,259.616,12.599,411.6,579.733,100.0,100.0,100.0,100.0,100.0,100.0,309.698,100.0,0.0
2024-01-22,3.221,259.616,12.599,411.6,579.733,100.0,100.0,100.0,100.0,100.0,100.0,309.698,100.0,0.0
2024-01-23,3.221,259.616,12.599,411.6,579.733,100.0,100.0,100.0,100.0,100.0,100.0,309.698,100.0,0.0
2024-01-24,3.221,259.616,12.599,411.6,579.733,100.0,100.0,100.0,100.0,100.0,100.0,309.698,100.0,0.0
2024-01-25,3.221,259.616,12.599,411.6,579.733,100.0,100.0,100.0,100.0,100.0,100.0,309.698,100.0,0.0
2024-01-26,3.221,259.616,12.599,411.6,579.733,100.0,100.0,100.0,100.0,100.0,100.0,309.698,100.0,0.0
2024-01-27,3.221,259.616,12.599,411.6,579.733,100.0,100.0,100.0,100.0,100.0,100.0,309.698,100.0,0.0
2024-01-28,3.221,259.616,12.599,411.6,579.733,100.0,100.0,100.0,100.0,100.0,100.0,309.698,100.0,0.0
2024-01-29,3.221,259.616,12.599,411.6,579.733,100.0,100.0,100.0,100.0,100.0,100.0,309.698,100.0,0.0
2024-01-30,3.221,259.616,12.599,411.6,579.733,100.0,100.0,100.0,100.0,100.0,100.0,309.698,100.0,0.0
2024-01-31,3.221,259.616,12.599,411.6,579.733,100.0,100.0,100.0,100.0,100.0,100.0,309.698,100.0,0.0
2024-02-01,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-02,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-03,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-04,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-05,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-06,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-07,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-08,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-09,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-10,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-11,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-12,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-13,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-14,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-15,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-16,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-17,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-18,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-19,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-20,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-21,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-22,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-23,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-24,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-25,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-26,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-27,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-28,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
2024-02-29,3.359,267.166,13.047,413.427,582.851,104.28438373176033,102.9081412547763,103.55583776490198,100.44387755102039,100.5378337959026,102.1816765238975,310.967,100.40975401843086,1.7719225054666339
